цена;возраст;мощность;кузов;"цена;возраст;мощность;кузов"
2950;23;170;не седан;"2950;23;170;не седан"
4900;19;102;седан;"4900;19;102;седан"
2500;22;136;не седан;"2500;22;136;не седан"
4990;21;155;седан;"4990;21;155;седан"
390;29;75;не седан;"390;29;75;не седан"
1600;18;113;не седан;"1600;18;113;не седан"
2500;23;136;седан;"2500;23;136;седан"
2250;21;83;не седан;"2250;21;83;не седан"
1500;23;115;не седан;"1500;23;115;не седан"
7100;17;163;седан;"7100;17;163;седан"
500;25;75;не седан;"500;25;75;не седан"
1300;25;90;седан;"1300;25;90;седан"
999;22;101;седан;"999;22;101;седан"
5999;18;131;не седан;"5999;18;131;не седан"
3450;18;102;не седан;"3450;18;102;не седан"
9599;18;177;седан;"9599;18;177;седан"
1999;23;115;седан;"1999;23;115;седан"
1350;24;75;не седан;"1350;24;75;не седан"
560;21;50;не седан;"560;21;50;не седан"
6940;11;55;не седан;"6940;11;55;не седан"
1300;24;75;седан;"1300;24;75;седан"
1450;23;116;не седан;"1450;23;116;не седан"
3500;39;125;седан;"3500;39;125;седан"
1200;25;125;не седан;"1200;25;125;не седан"
3250;20;102;седан;"3250;20;102;седан"
5299;19;150;не седан;"5299;19;150;не седан"
3500;22;68;не седан;"3500;22;68;не седан"
2800;19;128;не седан;"2800;19;128;не седан"
5800;13;86;не седан;"5800;13;86;не седан"
